"","Team","Player","Age","G","MP","PER","WARP","VORP","OWS","DWS","WS","WS/48","TS%","3PAr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OBPM","DBPM","BPM","Rk","Salary_2019_to_20","Salary_2020_to_21","Salary_2021_to_22","Salary_2022_to_23","Salary_2023_to_24","Salary_2024_to_25","Signed Using","Guaranteed","Salary_Per_Million","WARP_Per","PER_Mil","BPM_Per","VORP_Per","WS_Per","Pos"
"224","Memphis Grizzlies","Gorgui Dieng",30,12,234,16.2,0.54,0.2,0.2,0.4,0.6,0.128,0.568,0.333,6.4,29,17.9,7.5,2.2,5.2,12.6,15.6,-1.2,2.9,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","New Orleans Pelicans","Jahlil Okafor",24,28,424,17.8,0.54,0.2,0.7,0.4,1.1,0.129,0.631,0.014,11.4,18.2,14.8,12.6,0.8,3.7,17.5,19.8,-0.8,0.6,-0.2,375,1702486,NA,NA,NA,NA,NA,"Minimum Salary",1702486,1.702486,0.317183225001557,10.4552988981995,-0.117475268519095,0.117475268519095,0.646113976855023,"C"
"226","San Antonio Spurs","Rudy Gay",33,60,1287,14.4,0.54,0.2,0.6,0.9,1.5,0.054,0.545,0.369,4.7,22.3,13.5,11.3,1,1.9,12.4,21.3,-0.5,-1,-1.5,90,1.4e+07,1.4e+07,NA,NA,NA,NA,"Early Bird Rights",2.8e+07,14,0.0385714285714286,1.02857142857143,-0.107142857142857,0.0142857142857143,0.107142857142857,"PF"
"227","San Antonio Spurs","Trey Lyles",24,63,1271,12.7,0.54,0.2,1.2,1,2.2,0.081,0.557,0.49,6,24.6,15.3,7.3,1.1,1.9,9.7,13.7,-0.5,-0.7,-1.2,189,5500000,5500000,NA,NA,NA,NA,"MLE",5500000,5.5,0.0981818181818182,2.30909090909091,-0.218181818181818,0.0363636363636364,0.4,"PF"
"228","Boston Celtics","Semi Ojeleye",25,61,891,7.6,0.27,0.1,0.8,0.9,1.7,0.091,0.557,0.616,2.9,11.9,7.5,4.5,1,0.5,6.5,8.8,-2.1,0.5,-1.6,398,1618520,1752950,NA,NA,NA,NA,"Cap space",1618520,1.61852,0.166819069273163,4.69564787583718,-0.988557447544671,0.0617848404715419,1.05034228801621,"PF"
"229","Boston Celtics","Javonte Green",26,44,414,12.3,0.27,0.1,0.3,0.7,1,0.112,0.558,0.235,4.7,15.9,10.4,7.6,2.7,1.6,13.7,13.6,-2.4,1.8,-0.6,466,898310,1517981,NA,NA,NA,NA,"Minimum Salary",898310,0.89831,0.300564393138226,13.6923779096303,-0.667920873640503,0.11132014560675,1.1132014560675,"SF"
"230","Brooklyn Nets","Nicolas Claxton",20,15,187,14.9,0.27,0.1,0.3,0.2,0.5,0.124,0.577,0.146,10.7,13.4,12.1,12.6,0.3,3.5,13.6,14.8,-0.7,0,-0.7,450,898310,1517981,1782621,NA,NA,NA,"Minimum Salary",4198912,0.89831,0.300564393138226,16.5867016954058,-0.779241019247253,0.11132014560675,0.556600728033752,"PF"
"231","New York Knicks","Damyean Dotson",25,48,836,10.9,0.27,0.1,0.6,0.3,0.9,0.053,0.527,0.562,1.2,10.6,5.8,10,1.3,0.5,6.5,16.5,-0.9,-0.5,-1.4,394,1618520,NA,NA,NA,NA,NA,"Minimum Salary",1618520,1.61852,0.166819069273163,6.73454761139807,-0.864987766601587,0.0617848404715419,0.556063564243877,"SG"
"232","New York Knicks","Allonzo Trier",24,24,291,14.5,0.27,0.1,0.5,0.1,0.5,0.087,0.62,0.5,2.1,8.7,5.3,14.8,0.5,1.3,15,21.4,1,-1.5,-0.5,243,3551100,NA,NA,NA,NA,NA,"Bi-Annual Exception",3551100,3.5511,0.0760327785756526,4.08324181239616,-0.140801441806764,0.0281602883613528,0.140801441806764,"PG"
"233","Philadelphia 76ers","Josh Richardson",26,48,1474,12.1,0.27,0.1,0.3,1.6,1.9,0.062,0.526,0.373,2.8,9.4,6.1,14.8,1.5,2,12.6,21.1,-1.5,-0.2,-1.7,123,10100000,10800000,11600000,NA,NA,NA,"Minimum Salary",20900000,10.1,0.0267326732673267,1.1980198019802,-0.168316831683168,0.0099009900990099,0.188118811881188,"SG"
"234","Philadelphia 76ers","James Ennis",29,49,776,12.3,0.27,0.1,0.8,0.9,1.8,0.109,0.564,0.469,6.8,14.5,10.7,7.4,1.4,1.5,10.9,15.8,-1.6,0,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Philadelphia 76ers","Trey Burke",27,25,329,15.4,0.27,0.1,0.6,0.2,0.9,0.129,0.545,0.299,5,6.7,5.9,24.2,1,0.3,8.2,19.3,0.7,-1.1,-0.5,339,2028594,NA,NA,NA,NA,NA,NA,2028594,2.028594,0.133097110609614,7.59146482736319,-0.246476130758545,0.049295226151709,0.443657035365381,"PG"
"236","Philadelphia 76ers","Glenn Robinson",26,12,227,14.9,0.27,0.1,0.5,0.2,0.7,0.147,0.594,0.296,5.8,10.7,8.3,7.1,1.7,0.8,3.8,14.8,-0.2,-0.9,-1.1,364,1882867,2071978,NA,NA,NA,NA,"Minimum Salary",1882867,1.882867,0.143398338809911,7.91346388247285,-0.584215454410747,0.0531104958555225,0.371773470988657,NA
"237","Chicago Bulls","Daniel Gafford",21,43,609,16.2,0.27,0.1,1.1,0.8,1.8,0.146,0.686,0,9,10.3,9.6,5.2,1,8.7,15.3,13.3,-2.8,1.5,-1.3,455,898310,1517981,1782621,1930681,NA,NA,"Minimum Salary",2416291,0.89831,0.300564393138226,18.0338635882936,-1.44716189288776,0.11132014560675,2.00376262092151,"C"
"238","Chicago Bulls","Luke Kornet",24,36,559,12.7,0.27,0.1,0.5,0.5,1.1,0.091,0.539,0.578,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,-0.9,-0.2,-1.1,327,2195122,2304878,NA,NA,NA,NA,"Room Exception",4500000,2.195122,0.122999997266667,5.78555542698766,-0.501111099975309,0.0455555545432099,0.501111099975309,"C"
"239","Milwaukee Bucks","Wesley Matthews",33,62,1529,8.4,0.27,0.1,0.8,2.4,3.1,0.099,0.545,0.691,1.4,8.5,5.2,7.4,1.1,0.5,8.7,12.7,-2.5,0.8,-1.7,291,2564753,2692991,NA,NA,NA,NA,"Minimum Salary",2564753,2.564753,0.105273295323175,3.27516918783212,-0.662831859442215,0.0389901093789538,1.20869339074757,"SG"
"240","Cleveland Cavaliers","Collin Sexton",21,65,2143,16.3,0.27,0.1,2.2,0.3,2.5,0.057,0.56,0.235,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,0.3,-2.1,-1.8,214,4764960,4991880,6349671,NA,NA,NA,"1st Round Pick",9756840,4.76496,0.056663644605621,3.42080521137638,-0.37775763070414,0.0209865350391189,0.524663375977973,"SG"
"241","Cleveland Cavaliers","Andre Drummond",26,8,225,21.1,0.27,0.1,-0.1,0.3,0.3,0.054,0.573,0.133,11.7,32.4,22,10.8,2.6,4.2,19.2,28.7,-0.8,0.4,-0.5,36,27093019,28751775,NA,NA,NA,NA,"Cap Space",27093019,27.093019,0.00996566680147384,0.778798405596659,-0.0184549385212479,0.00369098770424957,0.0110729631127487,"C"
"242","Indiana Pacers","Aaron Holiday",23,58,1368,11.7,0.27,0.1,0.4,1.4,1.7,0.06,0.517,0.409,1.7,8.9,5.3,19.5,1.6,0.8,12.4,19.4,-1.4,-0.3,-1.7,326,2239200,2345640,3980551,NA,NA,NA,"1st Round Pick",4584840,2.2392,0.120578778135048,5.22508038585209,-0.759199714183637,0.0446588067166845,0.759199714183637,"PG"
"243","Charlotte Hornets","Caleb Martin",24,18,317,12,0.27,0.1,0.3,0.2,0.5,0.081,0.595,0.44,3.3,10,6.5,11.1,1.9,2,13.9,15,-1.6,0.5,-1,464,898310,1517981,1782621,NA,NA,NA,"Minimum Salary",898310,0.89831,0.300564393138226,13.3584174728101,-1.1132014560675,0.11132014560675,0.556600728033752,"SF"
"244","Atlanta Hawks","Damian Jones",24,55,887,15.5,0.27,0.1,2.2,0.6,2.8,0.152,0.712,0.051,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,-1.6,0.1,-1.4,320,2305057,NA,NA,NA,NA,NA,"1st Round pick",2305057,2.305057,0.117133762852719,6.72434564524869,-0.607360251828914,0.0433828751306367,1.21472050365783,"C"
"245","Washington Wizards","Moritz Wagner",22,37,707,16.6,0.27,0.1,1.3,0.5,1.8,0.122,0.666,0.294,7.6,22.8,14.9,10.1,1.5,2.1,17.2,18.8,-1.2,-0.3,-1.6,336,2063520,2161920,3893618,NA,NA,NA,"1st Round Pick",4225440,2.06352,0.130844382414515,8.04450647437389,-0.775374118011941,0.0484608823757463,0.872295882763433,"C"
"246","Washington Wizards","Garrison Mathews",23,18,227,13.1,0.27,0.1,0.6,0,0.6,0.129,0.691,0.821,2.8,9.1,5.8,5.8,1.6,0.4,10.1,14.5,-0.5,-0.6,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Miami Heat","Andre Iguodala",36,14,259,11,0.27,0.1,0,0.4,0.4,0.078,0.559,0.471,4.5,17.9,11.5,15.1,1.5,6.1,23.8,12.2,-2.5,1.9,-0.7,69,17185185,1.5e+07,1.5e+07,NA,NA,NA,"Bird Rights",32185185,17.185185,0.0157112070658535,0.640086213794032,-0.0407327590596202,0.00581896557994575,0.023275862319783,"SG"
"248","Orlando Magic","Markelle Fultz",21,64,1813,14.4,0.27,0.1,0.8,1.9,2.7,0.071,0.523,0.175,2,10.9,6.3,28.8,2.2,0.5,15.1,20.7,-1.9,0.2,-1.7,128,9745200,12288697,NA,NA,NA,NA,"1st Round Pick",22033897,9.7452,0.027705947543406,1.47765053564832,-0.174444854902927,0.0102614620531133,0.27705947543406,"PG"
"249","LA Lakers","Jared Dudley",34,40,311,7.4,0.27,0.1,0.2,0.4,0.7,0.103,0.57,0.68,1.8,13,7.5,7.4,1.8,0.8,10.5,7.7,-2.7,2,-0.7,294,2564753,NA,NA,NA,NA,NA,"Minimum Salary",2564753,2.564753,0.105273295323175,2.88526809404258,-0.272930765652677,0.0389901093789538,0.272930765652677,"SF"
"250","LA Clippers","Landry Shamet",22,47,1294,9.2,0.27,0.1,1.7,1,2.7,0.1,0.599,0.764,0.5,6.5,3.6,9,0.7,0.6,8.7,13.3,-1.4,-0.2,-1.6,350,1995120,2090040,3768342,NA,NA,NA,"1st Round Pick",4085160,1.99512,0.135330205701913,4.61125145354665,-0.801956774529853,0.0501222984081158,1.35330205701913,"SG"
"251","LA Clippers","Mfiondu Kabengele",22,12,64,18.2,0.27,0.1,0.1,0.1,0.2,0.175,0.614,0.625,1.7,15.7,8.9,4.9,1.5,2.7,5.5,23.5,2.2,-0.1,2.1,351,1977000,2075880,2174880,3923484,NA,NA,"1st Round Pick",4052880,1.977,0.136570561456753,9.2058674759737,1.06221547799697,0.0505816894284269,0.101163378856854,"C"
"252","LA Clippers","Johnathan Motley",24,13,41,28.4,0.27,0.1,0.2,0.1,0.3,0.299,0.774,0.067,7.7,17.2,12.6,32.8,3.4,0,21.7,23.4,4.8,3.3,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Sacramento Kings","Cory Joseph",28,64,1538,10.3,0.27,0.1,1.1,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,0.3,-1.8,110,1.2e+07,12600000,12600000,NA,NA,NA,"Cap Space",24600000,12,0.0225,0.858333333333333,-0.15,0.00833333333333333,0.183333333333333,"PG"
"254","Sacramento Kings","Harry Giles",21,38,579,16.3,0.27,0.1,0.7,0.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,1.1,-1.1,288,2578800,NA,NA,NA,NA,NA,"1st Round Pick",2578800,2.5788,0.104699860400186,6.32076935008531,-0.426554986815573,0.038777726074143,0.542888165038002,"PF"
"255","Sacramento Kings","Justin James",23,34,218,11.5,0.27,0.1,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.2,-0.7,451,898310,1517981,1782621,NA,NA,NA,"Minimum Salary",2416291,0.89831,0.300564393138226,12.8018167447763,-0.779241019247253,0.11132014560675,0.222640291213501,"SG"
"256","Sacramento Kings","Alex Len",26,9,150,20.3,0.27,0.1,0.3,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,0.1,-0.6,224,4160000,NA,NA,NA,NA,NA,"Room Exception",4160000,4.16,0.0649038461538462,4.87980769230769,-0.144230769230769,0.0240384615384615,0.120192307692308,"C"
"257","Phoenix Suns","Cheick Diallo",23,44,467,16.3,0.27,0.1,0.8,0.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,-0.3,-1.4,379,1678854,1824003,NA,NA,NA,NA,"Minimum Salary",1678854,1.678854,0.160823990650765,9.70900388002769,-0.833902173744709,0.0595644409817649,0.774337732762944,"C"
"258","Golden State Warriors","Glenn Robinson",26,48,1516,13.1,0.27,0.1,1.5,0.6,2.1,0.067,0.574,0.335,4.6,11.9,8.1,8.8,1.4,0.8,8.5,16.6,-0.5,-1.2,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Golden State Warriors","Omari Spellman",22,49,886,14.4,0.27,0.1,0.5,0.7,1.2,0.065,0.551,0.373,9.1,18,13.4,8.1,1.8,2.4,13.9,18.8,-0.7,-1,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Houston Rockets","Thabo Sefolosha",35,41,436,9.5,0.27,0.1,0.1,0.6,0.7,0.073,0.487,0.593,5,17.4,11.2,7.5,2.6,2.4,13.7,10.4,-2.7,1.6,-1.1,297,2564753,NA,NA,NA,NA,NA,"Minimum Salary",2564753,2.564753,0.105273295323175,3.70406039100061,-0.428891203168492,0.0389901093789538,0.272930765652677,"PF"
"261","Houston Rockets","Chris Clemons",22,29,251,12.6,0.27,0.1,0.1,0.2,0.2,0.046,0.546,0.746,1.2,8.4,4.8,13.5,1.1,1.7,11.6,24,0.4,-1.7,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Houston Rockets","Gary Clark",25,18,212,11.9,0.27,0.1,0.4,0.2,0.6,0.126,0.564,0.864,5.4,14.4,9.9,7.6,0.4,2.8,3.1,12.5,0.4,-0.9,-0.5,476,708426,NA,NA,NA,NA,NA,NA,708426,0.708426,0.381126610259928,16.7978024521968,-0.705790018999867,0.141158003799973,0.846948022799841,"PF"
"263","Houston Rockets","Bruno Caboclo",24,5,28,23.6,0.27,0.1,0.1,0.1,0.1,0.2,0.563,0.375,18.6,15.1,16.9,10.1,3.3,12.2,18.4,16,2.5,3.2,5.7,368,1845301,NA,NA,NA,NA,NA,"Minimum Salary",1845301,1.845301,0.146317592631229,12.7892414299889,3.08892695554817,0.0541917009745294,0.0541917009745294,"SF"
"264","Dallas Mavericks","J.J. Barea",35,26,391,14.9,0.27,0.1,0.5,0.2,0.7,0.084,0.519,0.425,2.7,10,6.4,37.7,0.5,0.4,15.8,24.3,1.8,-2.7,-1,300,2564753,NA,NA,NA,NA,NA,"Minimum Salary",2564753,2.564753,0.105273295323175,5.80952629746412,-0.389901093789538,0.0389901093789538,0.272930765652677,"PG"
"265","Dallas Mavericks","Courtney Lee",34,24,345,10.9,0.27,0.1,0.3,0.4,0.7,0.098,0.629,0.573,2.2,7.4,4.9,4.7,2.5,1.5,11.4,11.9,-2.1,1.6,-0.5,99,12759670,NA,NA,NA,NA,NA,"Cap Space",12759670,12.75967,0.02116042186044,0.854254067699243,-0.0391859664082222,0.00783719328164443,0.054860352971511,"SG"
"266","Dallas Mavericks","Ryan Broekhoff",29,17,180,13.1,0.27,0.1,0.2,0.2,0.4,0.116,0.568,0.864,3,21.7,12.5,8.3,1.3,1.9,8.8,16.3,0.4,0.4,0.9,413,1443842,NA,NA,NA,NA,NA,NA,1443842,1.443842,0.187001070754279,9.07301491437429,0.623336902514264,0.0692596558349182,0.277038623339673,"SG"
"267","Memphis Grizzlies","Solomon Hill",28,48,901,10.2,0.27,0.1,0.5,0.8,1.3,0.071,0.549,0.631,2.8,13.7,8.4,13.3,1.6,0.7,13.8,13.4,-1.6,0.2,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","San Antonio Spurs","Chimezie Metu",22,16,73,25.4,0.27,0.1,0.2,0.1,0.2,0.159,0.597,0.029,14.7,23.7,19.2,13.9,0.7,4.8,11.5,25.9,3.8,-0.8,3,416,1416852,1663861,NA,NA,NA,NA,"MLE",1416852,1.416852,0.190563305129964,17.9270664825966,2.1173700569996,0.0705790018999867,0.141158003799973,"PF"
"269","Boston Celtics","Tacko Fall",24,6,24,23.9,0,0,0,0.1,0.1,0.102,0.713,0,0,48.7,24.6,0,0,7.7,18.4,29,-2,3.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Toronto Raptors","Patrick McCaw",24,37,908,7.3,0,0,0.2,1.2,1.4,0.073,0.5,0.438,2.3,7.6,5,11.4,2,0.4,14.6,9.4,-3.6,1.8,-1.8,229,4e+06,4e+06,NA,NA,NA,NA,"MLE",8e+06,4,0,1.825,-0.45,0,0.35,"SF"
"271","Toronto Raptors","Malcolm Miller",26,25,125,4.7,0,0,-0.1,0.2,0.1,0.037,0.432,0.792,0.9,10.8,5.9,8.3,1.5,1.5,10.1,10.1,-4.3,1.4,-2.9,400,1588231,NA,NA,NA,NA,NA,"Minimum Salary",1588231,1.588231,0,2.95926726024111,-1.82593086270196,0,0.0629631331966194,"SF"
"272","Toronto Raptors","Shamorie Ponds",21,4,11,33.2,0,0,0.1,0,0.1,0.451,0.765,0.4,0,9.4,4.8,32.1,0,8.8,0,22.9,8.4,5.3,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Toronto Raptors","Paul Watson",25,3,8,13.6,0,0,0,0,0,0.114,0.266,1,0,25.9,13.2,29.8,0,12.1,0,10.1,1.1,5.8,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Brooklyn Nets","Jeremiah Martin",23,3,16,5.9,0,0,0,0,0,-0.04,0.2,0.2,0,12.6,6.4,16.5,3,5.2,0,13.1,-6.6,3.6,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Brooklyn Nets","Henry Ellenson",23,5,15,-1.2,0,0,-0.1,0,-0.1,-0.18,0.143,0.571,14.1,26.8,20.6,8.8,0,0,0,19.5,-7.9,-3.1,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","New York Knicks","Kadeem Allen",27,10,117,14,0,0,0.1,0.1,0.1,0.053,0.512,0.364,1.8,6.6,4.1,27,2.1,1.6,14.1,20.6,0,-0.6,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Philadelphia 76ers","Raul Neto",27,49,565,11.5,0,0,0.2,0.6,0.8,0.071,0.562,0.406,2.1,8,5.1,19.3,1.9,0.8,18.2,17.6,-1.8,-0.1,-1.9,372,1737145,NA,NA,NA,NA,NA,"Minimum Salary",1737145,1.737145,0,6.62005762328418,-1.09374865080347,0,0.460525747706726,"PG"
"278","Philadelphia 76ers","Alec Burks",28,11,222,14.9,0,0,0.2,0.2,0.5,0.103,0.527,0.49,3,14.9,9,13.4,1.8,0,7.4,23.5,-0.2,-1.5,-1.7,318,2320044,NA,NA,NA,NA,NA,"Minimum Salary",2320044,2.320044,0,6.42229199101396,-0.732744723806962,0,0.215513154060871,"SG"
"279","Philadelphia 76ers","Jonah Bolden",24,4,14,-2,0,0,-0.1,0,0,-0.147,0.515,0.333,0,7.9,3.9,0,3.5,0,34,18.1,-13.9,-0.7,-14.7,377,1698450,NA,NA,NA,NA,NA,NA,1698450,1.69845,0,-1.1775442315052,-8.65495010156319,0,0,"PF"
"280","Philadelphia 76ers","Marial Shayok",24,2,10,-2,0,0,-0.1,0,0,-0.227,0.3,0.6,0,33.1,16.6,13.4,0,0,16.7,25.9,-8.7,-2.6,-11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Chicago Bulls","Max Strus",23,2,6,30.7,0,0,0,0,0,0.317,0.727,0.333,17.5,0,9.2,0,0,0,0,24.4,5.4,-1,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Milwaukee Bucks","Robin Lopez",31,60,862,11.1,0,0,0.2,1.5,1.7,0.095,0.565,0.352,6.3,10.2,8.4,6.4,0.5,4.1,15.6,16.6,-2.4,0.5,-1.9,209,4767000,5005350,NA,NA,NA,NA,"Room Exception",4767000,4.767,0,2.32850849590938,-0.39857352632683,0,0.356618418292427,"C"
"283","Milwaukee Bucks","Sterling Brown",24,45,665,9.3,0,0,-0.4,1.3,1,0.071,0.478,0.523,4.4,19.2,12.3,8.8,1.5,0.9,13.4,16.7,-3.1,1,-2,396,1618520,NA,NA,NA,NA,NA,"MLE",1618520,1.61852,0,5.7459901638534,-1.23569680943084,0,0.617848404715419,"SF"
"284","Milwaukee Bucks","Thanasis Antetokounmpo",27,18,93,14.2,0,0,0,0.2,0.2,0.083,0.528,0.194,12.4,8,10.1,13.8,2.9,1.9,20.5,23.8,-4,1.7,-2.3,408,1445697,1701593,NA,NA,NA,NA,"Minimum Salary",3147290,1.445697,0,9.82225182731928,-1.59092811287566,0,0.138341575032666,"SF"
"285","Milwaukee Bucks","Dragan Bender",22,7,91,8.5,0,0,0,0.2,0.2,0.11,0.582,0.429,0,20.5,10.9,12.5,0,4.8,18.3,12.4,-4.3,3,-1.3,380,1678854,NA,NA,NA,NA,NA,NA,1678854,1.678854,0,5.06297748345002,-0.774337732762944,0,0.11912888196353,"SF"
"286","Cleveland Cavaliers","Dante Exum",24,24,402,11.5,0,0,0.4,0.2,0.5,0.063,0.592,0.385,2.5,12.8,7.6,11.4,1.5,1.3,15.6,14.4,-1.9,-0.4,-2.3,131,9600000,9600000,NA,NA,NA,NA,"Cap Space",18200000,9.6,0,1.19791666666667,-0.239583333333333,0,0.0520833333333333,"SG"
"287","Cleveland Cavaliers","Dean Wade",23,12,71,13.9,0,0,0.1,0.1,0.2,0.104,0.744,0.308,4.6,25.3,14.9,4,1.4,4.8,18.2,9.9,-1.7,0.5,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Cleveland Cavaliers","Tyler Cook",22,11,35,23.8,0,0,0.2,0,0.2,0.244,0.752,0,12.6,19.2,15.9,4.5,1.4,0,7.3,16.7,3,-0.6,2.4,518,101504,NA,NA,NA,NA,NA,NA,151504,0.101504,0,234.473518284994,23.6443883984868,0,1.9703656998739,"PF"
"289","Cleveland Cavaliers","Tyler Cook",22,11,35,23.8,0,0,0.2,0,0.2,0.244,0.752,0,12.6,19.2,15.9,4.5,1.4,0,7.3,16.7,3,-0.6,2.4,540,50000,NA,NA,NA,NA,NA,NA,151504,0.05,0,476,48,0,4,"PF"
"290","Cleveland Cavaliers","Matt Mooney",22,4,19,8.1,0,0,0,0,0,0.006,0.25,0.5,0,17.7,8.8,6.7,5.1,4.5,0,9,-5.3,5,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Cleveland Cavaliers","Malik Newman",22,1,4,-11.3,0,0,0,0,0,-0.503,0.347,0.5,0,0,0,0,0,0,25.8,41.5,-14.5,-11.3,-25.9,536,50752,NA,NA,NA,NA,NA,NA,50752,0.050752,0,-222.65132408575,-510.324716267339,0,0,"SG"
"292","Cleveland Cavaliers","Marques Bolden",21,1,3,19.8,0,0,0,0,0,0.282,NA,NA,0,74.7,37,0,16.2,0,NA,0,-5.8,11.3,5.5,537,50752,NA,NA,NA,NA,NA,NA,50752,0.050752,0,390.132408575032,108.370113493064,0,0,"C"
"293","Cleveland Cavaliers","J.P. Macura",24,1,1,0,0,0,0,0,0,-0.023,NA,NA,0,0,0,0,0,0,NA,0,-5.1,-1.2,-6.3,531,81678,NA,NA,NA,NA,NA,NA,81678,0.081678,0,0,-77.1321530889591,0,0,"SG"
"294","Indiana Pacers","Goga Bitadze",20,49,410,12.2,0,0,-0.1,0.7,0.6,0.069,0.53,0.279,6,19.8,12.9,7.1,0.7,6.9,14.8,18.1,-4,1.5,-2.5,276,2816760,2957520,3098400,4765339,NA,NA,"1st Round Pick",5774280,2.81676,0,4.33121742711484,-0.887544554736648,0,0.213010693136795,"C"
"295","Indiana Pacers","JaKarr Sampson",26,26,340,11.8,0,0,0.4,0.4,0.8,0.117,0.607,0.16,4.9,14.2,9.6,3.6,1.3,2.3,7.2,12.5,-2.7,0.8,-1.8,373,1737145,NA,NA,NA,NA,NA,"Minimum Salary",1737145,1.737145,0,6.7927547786742,-1.03618293234013,0,0.460525747706726,"SF"
"296","Indiana Pacers","T.J. Leaf",22,25,193,13.8,0,0,0,0.3,0.4,0.088,0.485,0.203,12.1,24.4,18.3,4.3,2,1.4,8.6,18.5,-1.4,-0.1,-1.5,277,2813280,4326825,NA,NA,NA,NA,"1st Round Pick",7140105,2.81328,0,4.90530626173008,-0.53318546323153,0,0.142182790195075,"PF"
"297","Indiana Pacers","Alize Johnson",23,13,54,10.8,0,0,0,0.1,0.1,0.07,0.51,0,14.4,22.3,18.4,5,0,0,14.5,16.8,-3.2,-1.6,-4.8,427,1416852,NA,NA,NA,NA,NA,"Minimum Salary",1416852,1.416852,0,7.62253220519857,-3.38779209119936,0,0.0705790018999867,"SF"
"298","Indiana Pacers","Naz Mitrou-Long",26,3,43,10.1,0,0,0,0,0,0.015,0.438,0.688,0,15.3,7.7,22.2,1.1,2,11.1,18.4,-1.9,2.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Charlotte Hornets","Cody Martin",24,48,903,10.5,0,0,0.2,0.8,1,0.052,0.505,0.372,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,-3.1,1,-2.1,439,1173310,1517981,1782621,NA,NA,NA,"MLE",4473912,1.17331,0,8.9490416002591,-1.78980832005182,0,0.852289676215152,"SF"
"300","Charlotte Hornets","Nicolas Batum",31,22,505,9.2,0,0,0.2,0.4,0.6,0.055,0.463,0.605,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,-2.7,0.9,-1.9,44,25565217,27130434,NA,NA,NA,NA,"Cap Space",25565217,25.565217,0,0.359863951086353,-0.0743197290287033,0,0.0234693881143274,"SF"
"301","Atlanta Hawks","Charlie Brown",22,10,40,11.1,0,0,0,0,0,-0.028,0.472,0.474,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,-1.1,-1.4,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Washington Wizards","Gary Payton",27,29,432,11.3,0,0,0.1,0.4,0.4,0.049,0.473,0.397,6.3,14.3,10.2,14.7,3.6,1.4,14.3,13.4,-3.1,1.5,-1.6,440,1090781,NA,NA,NA,NA,NA,"Minimum Salary",1090781,1.090781,0,10.3595497171293,-1.46683889800061,0,0.366709724500152,NA
