"","Team","Player","Age","G","MP","PER","WARP","VORP","OWS","DWS","WS","WS/48","TS%","3PAr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OBPM","DBPM","BPM"
"284","Utah Jazz","Royce O'Neale",26,64,1862,9.3,3.51,1.3,1.8,2.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,2.1,0.8
"285","Utah Jazz","Mike Conley",32,41,1171,13.7,1.62,0.6,1,1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,-0.4,0
"286","Utah Jazz","Jordan Clarkson",27,34,861,17.4,1.62,0.6,1.2,0.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,-0.9,0.7
"287","Utah Jazz","Georges Niang",26,58,772,12.4,1.35,0.5,1,0.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,-0.4,0.5
"288","Utah Jazz","Emmanuel Mudiay",23,48,752,13.7,0.54,0.2,0.3,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,0.1,-1.1
"289","Utah Jazz","Jeff Green",33,30,553,10.1,0,0,0,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,-0.2,-2
"290","Utah Jazz","Tony Bradley",22,50,535,21.8,1.08,0.4,1.8,0.9,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.4,1.3
"291","Utah Jazz","Ed Davis",30,25,268,7.3,-0.27,-0.1,-0.1,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.5,1.7,-3.9
"292","Utah Jazz","Dante Exum",24,11,83,4.8,-0.27,-0.1,-0.2,0.1,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.1,-0.5,-5.6
"293","Utah Jazz","Rayjon Tucker",22,14,78,4.5,-0.27,-0.1,-0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.7,-1.2,-7.9
"294","Utah Jazz","Juwan Morgan",22,16,74,8.8,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,-0.4,-3.3
"295","Utah Jazz","Nigel Williams-Goss",25,9,28,5.7,0,0,-0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.1,1.1,-3.9
"296","Utah Jazz","Stanton Kidd",27,4,15,-13.7,-0.27,-0.1,-0.1,0,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.6,-1.3,-16.9
"297","Utah Jazz","Jarrell Brantley",23,5,13,2.7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.6,5.9,-2.7
"298","Utah Jazz","Miye Oni",22,5,11,-9.9,0,0,-0.1,0,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.7,-4.6,-17.3
"299","Utah Jazz","Justin Wright-Foreman",22,1,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.1,-0.9,-7
"300","Oklahoma City Thunder","Shai Gilgeous-Alexander",21,63,2214,17.8,5.4,2,2.9,2.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.2,1.6
"301","Oklahoma City Thunder","Chris Paul",34,63,2003,21.7,8.64,3.2,5.5,2.5,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.2,4.3
"302","Oklahoma City Thunder","Dennis Schröder",26,63,1952,16.8,2.7,1,1.9,1.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,-1.2,-0.1
"303","Oklahoma City Thunder","Danilo Gallinari",31,55,1690,19.4,5.94,2.2,4.1,1.6,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,-0.9,3.2
"304","Oklahoma City Thunder","Steven Adams",26,58,1564,20.8,5.4,2,3.7,2.5,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.1,3.2
"305","Oklahoma City Thunder","Terrance Ferguson",21,50,1170,4.1,-1.62,-0.6,-0.1,0.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5,0.3,-4.1
"306","Oklahoma City Thunder","Nerlens Noel",25,55,1014,21.7,4.05,1.5,2.7,2.1,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3.4,4
"307","Oklahoma City Thunder","Darius Bazley",19,53,909,8.1,-0.27,-0.1,-0.8,1.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,0.6,-2.5
"308","Oklahoma City Thunder","Abdel Nader",26,48,756,11.2,0.54,0.2,0.4,0.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,0.2,-0.8
"309","Oklahoma City Thunder","Hamidou Diallo",21,38,699,8.4,-1.35,-0.5,-0.6,0.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,0.3,-4.8
"310","Oklahoma City Thunder","Luguentz Dort",20,29,637,7.3,-0.81,-0.3,0.2,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.3,0.4,-3.9
"311","Oklahoma City Thunder","Mike Muscala",28,41,492,12.2,0.54,0.2,0.5,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.1,-0.2
"312","Oklahoma City Thunder","Deonte Burton",26,34,284,5.9,-0.81,-0.3,-0.6,0.3,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.5,-0.4,-5.8
"313","Oklahoma City Thunder","Justin Patton",22,5,24,4.7,-0.27,-0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.9,-3.3,-10.1
"314","Oklahoma City Thunder","Devon Hall",24,5,20,3.6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.2,-3.6,-9.7
"315","Oklahoma City Thunder","Kevin Hervey",23,7,19,-14.9,-0.27,-0.1,-0.2,0,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.4,-6.5,-19.9
"316","Oklahoma City Thunder","Isaiah Roby",21,3,11,-7.7,0,0,-0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,-3.5,-15.5
"317","LA Lakers","LeBron James",35,60,2094,26,15.39,5.7,6.1,3.4,9.5,0.218,0.582,0.324,3.1,21,12.3,49.7,1.7,1.3,15.3,31.6,6.8,1.9,8.7
"318","LA Lakers","Anthony Davis",26,55,1889,28.2,13.5,5,6.2,4.1,10.3,0.262,0.614,0.195,7.3,22.1,14.9,14.6,2.1,6.2,10.1,29.7,5.8,2.8,8.5
"319","LA Lakers","Kentavious Caldwell-Pope",26,63,1603,11.6,1.89,0.7,2,1.8,3.8,0.114,0.592,0.474,2.6,6.3,4.5,8.7,1.6,0.7,9.8,14.8,-0.8,0.5,-0.3
"320","LA Lakers","Danny Green",32,61,1529,11.1,2.97,1.1,1.1,2.4,3.4,0.108,0.564,0.704,3.2,11.3,7.3,7.3,2.4,1.7,10.8,13.8,-0.8,1.7,0.9
"321","LA Lakers","Kyle Kuzma",24,54,1327,11.6,-1.35,-0.5,-0.2,1.6,1.4,0.052,0.522,0.401,4,15.5,9.9,7.4,0.8,1.4,11.6,23.2,-2.2,-1.3,-3.5
"322","LA Lakers","Dwight Howard",34,62,1193,18.7,2.16,0.8,2.6,2.4,5,0.202,0.696,0.019,14.6,26.8,20.9,4.8,1.1,5.6,17.8,14.5,-0.8,1.4,0.5
"323","LA Lakers","Avery Bradley",29,49,1186,8.9,-0.27,-0.1,0.2,1.4,1.6,0.066,0.537,0.452,1.7,8.7,5.3,7.1,1.7,0.4,10.7,15.7,-2.9,0.5,-2.4
"324","LA Lakers","Alex Caruso",25,58,1032,11,1.35,0.5,0.6,1.6,2.2,0.103,0.538,0.412,1.5,10.1,5.9,12.6,2.8,1.4,13.6,13.9,-2.4,2.4,0.1
"325","LA Lakers","JaVale McGee",32,61,1023,20,2.97,1.1,2.2,2.3,4.5,0.211,0.655,0.021,12.1,25.2,18.8,4.7,1.4,7.9,12.9,15,-0.3,2.3,2.1
"326","LA Lakers","Rajon Rondo",33,48,984,12.4,0.54,0.2,0.2,1.3,1.5,0.073,0.494,0.381,2.6,12.9,7.9,32.4,1.9,0.2,20.8,18.7,-1.1,0,-1.2
"327","LA Lakers","Troy Daniels",28,41,456,9,0,0,0.3,0.4,0.7,0.072,0.527,0.709,2.9,7.9,5.5,4.1,0.8,0.6,5.2,16.1,-1.1,-1,-2.1
"328","LA Lakers","Quinn Cook",26,38,409,10.5,-0.27,-0.1,-0.1,0.4,0.4,0.043,0.517,0.382,1.9,8.6,5.3,13.9,1.3,0.2,12.4,20.8,-2.3,-1,-3.3
"329","LA Lakers","Jared Dudley",34,40,311,7.4,0.27,0.1,0.2,0.4,0.7,0.103,0.57,0.68,1.8,13,7.5,7.4,1.8,0.8,10.5,7.7,-2.7,2,-0.7
"330","LA Lakers","Markieff Morris",30,8,118,9.8,0,0,0.1,0.2,0.2,0.086,0.503,0.583,9.5,14.4,12,5.5,0.8,3,11.7,15.3,-2.5,0.1,-2.4
"331","LA Lakers","Talen Horton-Tucker",19,2,5,14.8,0,0,0,0,0,0.11,0,1,0,0,0,44.9,9.5,0,0,8.4,0.6,7.2,7.8
"332","LA Lakers","Kostas Antetokounmpo",22,3,5,8.6,0,0,0,0,0,0.136,NA,NA,0,21.3,10.9,22.4,0,0,NA,0,1.2,3.1,4.3
"333","LA Lakers","Zach Norvell",22,2,5,-5.6,0,0,0,0,0,-0.149,0,0,0,21.3,10.9,0,0,0,0,8.4,-10.2,-2.4,-12.6
"334","LA Clippers","Lou Williams",33,60,1757,17.2,3.24,1.2,2.2,1.7,3.9,0.107,0.546,0.334,1.7,9.1,5.5,29.9,1.1,0.5,14.4,28.3,2.1,-1.4,0.8
"335","LA Clippers","Montrezl Harrell",26,63,1749,23.1,5.94,2.2,4.5,2.5,7,0.193,0.607,0.022,9.9,16.2,13.1,10.3,1.1,3.6,10.1,25.5,2.4,0.5,2.9
"336","LA Clippers","Kawhi Leonard",28,51,1643,26.7,12.42,4.6,4.6,3,7.6,0.222,0.585,0.287,3.3,19.7,11.7,27,2.6,1.7,10.7,33.2,6.5,2.5,9
"337","LA Clippers","Patrick Beverley",31,48,1299,12.3,3.51,1.3,1.4,2,3.4,0.126,0.554,0.609,4.6,15.7,10.3,18.2,1.9,1.7,15.7,13,-0.5,2.6,2.1
"338","LA Clippers","Landry Shamet",22,47,1294,9.2,0.27,0.1,1.7,1,2.7,0.1,0.599,0.764,0.5,6.5,3.6,9,0.7,0.6,8.7,13.3,-1.4,-0.2,-1.6
"339","LA Clippers","Paul George",29,42,1222,20.5,5.4,2,1.9,2,3.9,0.153,0.582,0.494,1.9,18.1,10.2,21.2,2.2,1.4,13,29.6,3.4,1.1,4.5
"340","LA Clippers","Ivica Zubac",22,64,1156,21,3.51,1.3,3.6,2,5.6,0.231,0.642,0.006,15.2,25.7,20.6,8.7,0.5,4.6,11.8,16.2,1.5,1,2.5
"341","LA Clippers","Maurice Harkless",26,50,1141,9.6,1.62,0.6,0.5,1.7,2.3,0.096,0.584,0.336,4.4,13.5,9,5.5,2,2.3,16.3,10.3,-2.5,2.4,-0.1
"342","LA Clippers","JaMychal Green",29,55,1130,10.8,0.81,0.3,0.8,1.8,2.6,0.111,0.554,0.675,7,24.3,15.9,5.1,1,1.6,12.3,13.5,-1.4,0.6,-0.8
"343","LA Clippers","Rodney McGruder",28,50,749,6.5,-0.54,-0.2,-0.1,1,0.8,0.054,0.472,0.506,3.7,13.7,8.8,5.1,1.4,0.9,11.1,10.5,-3.8,0.8,-3
"344","LA Clippers","Patrick Patterson",30,51,607,11.7,1.08,0.4,0.9,0.6,1.5,0.118,0.576,0.755,5.2,15.1,10.3,6.9,0.5,0.4,8.1,15.1,0.9,-0.5,0.4
"345","LA Clippers","Jerome Robinson",22,42,476,4.8,-0.81,-0.3,-0.6,0.6,0,-0.002,0.423,0.493,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.9,-5.4,0.6,-4.8
"346","LA Clippers","Marcus Morris",30,12,340,7.7,-0.27,-0.1,-0.2,0.4,0.2,0.033,0.48,0.526,2.2,12.2,7.3,7.2,1.1,2.6,11.2,16.4,-3.1,0.5,-2.6
"347","LA Clippers","Terance Mann",23,35,271,7.1,-0.27,-0.1,0,0.3,0.3,0.057,0.472,0.222,1.6,10.8,6.3,17.9,1.4,1.6,19.1,11.2,-4.7,1.2,-3.5
"348","LA Clippers","Derrick Walton",24,23,222,8.4,0,0,0.4,0.2,0.5,0.113,0.626,0.583,1,5.9,3.5,12.6,0.8,0,9.1,8.2,-2.2,0.9,-1.4
"349","LA Clippers","Reggie Jackson",29,9,175,15.6,0.54,0.2,0.3,0.2,0.5,0.142,0.67,0.525,2.4,12.7,7.7,24.2,0.5,2,21.1,19.1,2.1,0.6,2.8
"350","LA Clippers","Amir Coffey",22,13,98,5.9,-0.27,-0.1,-0.1,0.1,0,0.009,0.408,0.212,4.3,10.3,7.4,12.6,0.5,0.9,8,15.8,-5.7,-1.1,-6.8
"351","LA Clippers","Mfiondu Kabengele",22,12,64,18.2,0.27,0.1,0.1,0.1,0.2,0.175,0.614,0.625,1.7,15.7,8.9,4.9,1.5,2.7,5.5,23.5,2.2,-0.1,2.1
"352","LA Clippers","Johnathan Motley",24,13,41,28.4,0.27,0.1,0.2,0.1,0.3,0.299,0.774,0.067,7.7,17.2,12.6,32.8,3.4,0,21.7,23.4,4.8,3.3,8.1
"353","Sacramento Kings","Harrison Barnes",27,64,2231,13.3,1.35,0.5,3.1,1.1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1.2,-1.2
"354","Sacramento Kings","Buddy Hield",27,64,2045,16.3,4.59,1.7,1.6,1.5,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,-1.3,1.4
"355","Sacramento Kings","Nemanja Bjelica",31,64,1821,15.6,4.59,1.7,3,1.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.4,1.6
"356","Sacramento Kings","Cory Joseph",28,64,1538,10.3,0.27,0.1,1.1,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,0.3,-1.8
"357","Sacramento Kings","Bogdan Bogdanovi?",27,53,1510,14.3,2.43,0.9,1.2,1.1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,-0.3,0.4
"358","Sacramento Kings","De'Aaron Fox",22,45,1426,20.3,3.78,1.4,2.1,1.3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,-0.3,1.8
"359","Sacramento Kings","Richaun Holmes",26,39,1125,20.5,2.7,1,3.2,1.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.9,1.5
"360","Sacramento Kings","Trevor Ariza",34,32,791,9.4,0.81,0.3,0.3,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,1.3,-0.6
"361","Sacramento Kings","Harry Giles",21,38,579,16.3,0.27,0.1,0.7,0.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,1.1,-1.1
"362","Sacramento Kings","Dewayne Dedmon",30,34,541,8.5,-1.62,-0.6,-0.8,0.7,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.3,-0.1,-6.4
"363","Sacramento Kings","Kent Bazemore",30,21,493,13,-0.27,-0.1,0.2,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,0.4,-2.6
"364","Sacramento Kings","Yogi Ferrell",26,44,484,10.7,-0.27,-0.1,0.1,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,-0.4,-2.5
"365","Sacramento Kings","Marvin Bagley III",20,13,334,15.7,-0.27,-0.1,0,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,-1.3,-3.4
"366","Sacramento Kings","Justin James",23,34,218,11.5,0.27,0.1,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.2,-0.7
"367","Sacramento Kings","Alex Len",26,9,150,20.3,0.27,0.1,0.3,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,0.1,-0.6
"368","Sacramento Kings","Anthony Tolliver",34,9,82,0.3,-0.27,-0.1,-0.2,0.1,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.8,-0.9,-8.8
"369","Sacramento Kings","Wenyen Gabriel",22,11,61,7.5,0,0,-0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.4,0.5,-3.9
"370","Sacramento Kings","Caleb Swanigan",22,7,23,0,-0.27,-0.1,-0.1,0,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.6,3.4,-11.2
"371","Sacramento Kings","DaQuan Jeffries",22,6,19,10.7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,-0.3,-2.6
"372","Sacramento Kings","Eric Mika",25,1,19,14,0,0,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,-0.9,-3.1
"373","Sacramento Kings","Jabari Parker",24,1,15,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.9,-3.4,-10.3
"374","Sacramento Kings","Kyle Guy",22,2,4,9.8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,-2.8,-4.1
"375","Phoenix Suns","Devin Booker",23,62,2241,19.8,5.67,2.1,4.8,1.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,-1.4,1.7
"376","Phoenix Suns","Kelly Oubre",24,56,1933,14.9,1.89,0.7,1.7,1.9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,-0.4,-0.6
"377","Phoenix Suns","Ricky Rubio",29,57,1802,16.3,3.24,1.2,2.4,1.7,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.2,0.7
"378","Phoenix Suns","Mikal Bridges",23,65,1772,13,3.51,1.3,2.2,1.9,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,1.5,0.8
"379","Phoenix Suns","Dario Šari?",25,58,1441,13.3,1.08,0.4,1.5,1.2,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.4,-0.9
"380","Phoenix Suns","Cameron Johnson",23,49,996,12.2,1.35,0.5,1.1,0.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.7,-0.2
"381","Phoenix Suns","Deandre Ayton",21,30,996,20.4,1.62,0.6,1.1,1.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,-0.4,0.5
"382","Phoenix Suns","Aron Baynes",33,42,934,15.1,0.54,0.2,1.3,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,-0.9,-1.1
"383","Phoenix Suns","Jevon Carter",24,50,754,10.4,0.81,0.3,0.3,0.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,1,-0.6
"384","Phoenix Suns","Frank Kaminsky",26,32,718,14.5,0.81,0.3,0.8,0.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,-0.3,-0.1
"385","Phoenix Suns","Elie Okobo",22,54,707,10.5,0,0,0.4,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-0.1,-2.1
"386","Phoenix Suns","Tyler Johnson",27,31,515,8.1,-0.54,-0.2,-0.2,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-0.7,-3.7
"387","Phoenix Suns","Cheick Diallo",23,44,467,16.3,0.27,0.1,0.8,0.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,-0.3,-1.4
"388","Phoenix Suns","Ty Jerome",22,28,315,8.1,-0.27,-0.1,-0.3,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.9,0,-3.8
"389","Phoenix Suns","Jonah Bolden",24,3,33,7.9,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.6,0.1,-6.5
"390","Phoenix Suns","Jalen Lecque",19,4,26,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.7,-3.6,-9.3
"391","Phoenix Suns","Tariq Owens",24,3,15,8.4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,-2.8,-5.9
"392","Phoenix Suns","Jared Harper",22,3,8,-5.3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.2,-5.7,-15.8
"393","Golden State Warriors","Eric Paschall",23,60,1654,14.5,-0.81,-0.3,1.6,0.5,2.1,0.062,0.571,0.202,5.2,13.1,9,12.7,0.9,0.7,11.4,21.4,-0.7,-2,-2.7
"394","Golden State Warriors","Glenn Robinson",26,48,1516,13.1,0.27,0.1,1.5,0.6,2.1,0.067,0.574,0.335,4.6,11.9,8.1,8.8,1.4,0.8,8.5,16.6,-0.5,-1.2,-1.7
"395","Golden State Warriors","Damion Lee",27,49,1423,12.7,-0.27,-0.1,0.9,0.8,1.7,0.058,0.548,0.468,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19,-1.5,-0.8,-2.3
"396","Golden State Warriors","Alec Burks",28,48,1390,16.1,1.89,0.7,1.6,0.8,2.5,0.085,0.552,0.373,2.8,15.3,8.8,17.4,1.7,1.1,9.8,23.8,0.7,-0.6,0.1
"397","Golden State Warriors","Jordan Poole",20,57,1274,7.2,-4.05,-1.5,-1.6,0.4,-1.2,-0.047,0.454,0.528,0.7,9.6,5,15.8,1.3,0.7,11.8,21.1,-4.4,-2.2,-6.6
"398","Golden State Warriors","Draymond Green",29,43,1222,12.6,1.62,0.6,-0.2,1.3,1.1,0.044,0.489,0.408,2,22.3,11.8,31.2,2.3,2.4,21.8,15.7,-2,1.9,-0.2
"399","Golden State Warriors","Marquese Chriss",22,59,1196,19.4,2.16,0.8,2.1,1.3,3.4,0.136,0.604,0.101,10,23.6,16.5,15.3,1.6,4.7,14.7,19,0.1,0.5,0.6
"400","Golden State Warriors","D'Angelo Russell",23,33,1060,19.1,3.24,1.2,0.9,0.4,1.3,0.059,0.558,0.506,1.4,11.4,6.2,36,1.4,0.8,12.6,32.2,4.5,-1.9,2.6
"401","Golden State Warriors","Ky Bowman",22,45,1015,9.2,-1.62,-0.6,-0.6,0.6,-0.1,-0.003,0.494,0.333,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,-4,-0.3,-4.3
"402","Golden State Warriors","Willie Cauley-Stein",26,41,940,16.2,1.35,0.5,1,1.2,2.2,0.113,0.573,0,7.9,22,14.7,9.9,2.3,4.8,11,14.4,-1.5,1.6,0.1
"403","Golden State Warriors","Omari Spellman",22,49,886,14.4,0.27,0.1,0.5,0.7,1.2,0.065,0.551,0.373,9.1,18,13.4,8.1,1.8,2.4,13.9,18.8,-0.7,-1,-1.7
"404","Golden State Warriors","Jacob Evans",22,27,414,5.7,-1.35,-0.5,-0.6,0.2,-0.5,-0.054,0.439,0.286,2.3,8.7,5.4,10.9,1.3,2.6,14.6,17.6,-5.7,-1.3,-7
"405","Golden State Warriors","Andrew Wiggins",24,12,403,17.5,0.54,0.2,0.2,0.3,0.5,0.064,0.542,0.314,4.7,10.3,7.4,18.2,1.9,3.8,10.4,25.4,1,-1.1,-0.2
"406","Golden State Warriors","Juan Toscano-Anderson",26,13,272,9.4,-0.27,-0.1,-0.1,0.2,0.2,0.03,0.529,0.365,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,-3.9,0.4,-3.5
"407","Golden State Warriors","Kevon Looney",23,20,262,9.4,-0.54,-0.2,-0.2,0.2,0,0.005,0.403,0.177,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,-4.8,-0.8,-5.5
"408","Golden State Warriors","Mychal Mulder",25,7,204,7.8,-0.54,-0.2,0.1,0,0.1,0.017,0.533,0.776,1.5,11,6.1,5.8,0.5,0.4,6.5,16.2,-3.3,-2.9,-6.1
"409","Golden State Warriors","Dragan Bender",22,9,195,12.1,-0.27,-0.1,0,0.1,0.1,0.027,0.534,0.479,8.6,21.3,14.7,15.2,1,1.8,17.4,20.1,-2.4,-1.3,-3.6
"410","Golden State Warriors","Alen Smailagi?",19,14,139,14.5,0,0,0.2,0.1,0.2,0.081,0.61,0.325,7.5,13.7,10.5,14.3,1,2.6,18.5,18.2,-1.3,-0.8,-2.1
"411","Golden State Warriors","Stephen Curry",31,5,139,21.7,0.54,0.2,0.2,0.1,0.3,0.104,0.557,0.598,3,17.8,10.1,42.3,1.7,1.3,14.6,33.6,4.5,-0.6,3.9
"412","Golden State Warriors","Jeremy Pargo",33,3,44,12.7,0,0,0,0,0,0.011,0.557,0.318,2.4,5.1,3.7,33.2,1.1,0,15.1,25.7,-2.8,-3.1,-5.9
"413","Golden State Warriors","Chasson Randle",26,3,40,6.7,0,0,0,0,0,0.044,0.377,0.5,0,5.6,2.7,15.7,2.4,0,0,7.1,-5.9,0.1,-5.8
"414","Golden State Warriors","Zach Norvell",22,3,36,3.7,-0.27,-0.1,-0.1,0,-0.1,-0.075,0.437,0.727,0,15.6,7.5,11.7,2.7,0,20.8,17.1,-6.7,-1.1,-7.7
"415","Houston Rockets","James Harden",30,61,2241,28.4,17.01,6.3,8.7,2.7,11.5,0.245,0.616,0.555,3,15.3,9.1,34.4,2.2,2,13.8,36.4,7.9,1.2,9
"416","Houston Rockets","P.J. Tucker",34,64,2203,8.7,0.54,0.2,1.8,2.2,3.9,0.086,0.58,0.687,4.8,16.2,10.5,5.9,1.5,1.2,14.6,8.6,-2.2,0.6,-1.6
"417","Houston Rockets","Russell Westbrook",31,53,1905,21.5,4.86,1.8,2.1,2.3,4.3,0.109,0.539,0.168,5.1,18.4,11.7,35,2.1,0.8,14.9,34.4,1.9,-0.1,1.8
"418","Houston Rockets","Danuel House",26,58,1739,11.4,1.89,0.7,1.9,1.6,3.5,0.096,0.571,0.645,3.4,11.5,7.4,6.1,1.7,1.6,8.6,13.5,-0.6,0.1,-0.5
"419","Houston Rockets","Ben McLemore",26,63,1437,11.7,1.35,0.5,2.1,0.9,3,0.1,0.622,0.83,1.5,8.7,5.1,5.3,1.2,0.7,8.5,15.6,0,-0.7,-0.7
"420","Houston Rockets","Austin Rivers",27,60,1402,10.3,-0.27,-0.1,1.3,1,2.2,0.077,0.538,0.537,1.9,8.8,5.3,9.5,1.4,0.6,6.9,14.9,-1.9,-0.4,-2.3
"421","Houston Rockets","Clint Capela",25,39,1279,20.7,2.97,1.1,2.9,2.1,5,0.186,0.626,0,13.7,30.5,22,5.7,1.2,4.8,12.7,16,1.1,0.4,1.5
